UID,id,instructorId,termId,schoolCode,number,section,type,name,instructorName
30404-3358-69,30404,3358,69,CS,5211,02,Lab,Lab for IA 5210,Elton Booker
31698-174-69,31698,174,69,CS,8660,01,Seminar,Research Project in Security,Agnes Chan
30446-1427-69,30446,1427,69,CS,1500,01,Lecture,Intro to Web Development,Ghita Amor-Tijani
29471-80-69,29471,80,69,CS,2000,01,Lecture,Principles Information Science,Martin Schedlbauer
32054-2310-69,32054,2310,69,CS,4200,01,Lecture,Information Retrieval,Nada Naji
29171-2348-69,29171,2348,69,CS,4300,01,Lecture,Human Computer Interaction,David Sprague
23741-1239-57,23741,1239,57,CS,1100,01,Lecture,CS  Its Applications,Leena Razzaq
23893-1679-57,23893,1679,57,CS,4550,01,Lecture,Web Development,Jose Annunziato
23799-2309-57,23799,2309,57,CS,4800,01,Lecture,Algorithms  Data,Kevin Gold
23906-1239-57,23906,1239,57,CS,5006,01,Lecture,Algorithms,Leena Razzaq
23949-3373-57,23949,3373,57,CS,5006,03,Lecture,Algorithms,Philip Gust
23907-1239-57,23907,1239,57,CS,5007,01,Lecture,Computer Systems,Leena Razzaq
23950-3373-57,23950,3373,57,CS,5007,03,Lecture,Computer Systems,Philip Gust
23908-1679-57,23908,1679,57,CS,5610,01,Lecture,Web Development,Jose Annunziato
23947-3438-57,23947,3438,57,CS,5800,01,Lecture,Algorithms,Or Beit Aharon
23761-1239-57,23761,1239,57,CS,1500,01,Lecture,Intro to Web Development,Leena Razzaq
23605-2693-56,23605,2693,56,CS,5500,01,Lecture,Managing Software Development,John Ewart
23608-2724-56,23608,2724,56,CS,5610,01,Lecture,Web Development,Ming Huo
23610-3423-56,23610,3423,56,CS,5610,02,Lecture,Web Development,Vidoje Mihajlovikj
23618-2906-56,23618,2906,56,CS,5770,01,Lecture,Software Vulnerabilities,Tamara Bonaci
23606-3293-56,23606,3293,56,CS,5800,01,Lecture,Algorithms,Maria Zontak
23621-402-56,23621,402,56,CS,6200,01,Lecture,Information Retrieval,Virgil Pavlu
23594-1787-56,23594,1787,56,CS,5040,01,Lecture,Intro Cyberspace Programming,Steven Abramson
23597-1112-56,23597,1112,56,CS,5120,01,Lecture,Applied Cryptography,Joseph Rushanan
23593-1802-56,23593,1802,56,CS,5240,01,Lecture,Cyberlaw,Kyle Courtney
22971-2267-55,22971,2267,55,CS,1100,01,Lecture,CS  Its Applications,Erez Kantor
23106-3311-55,23106,3311,55,CS,1800,01,Lecture,Discrete Structures,Walter Schnyder
23107-3311-55,23107,3311,55,CS,1801,01,Recitation/Discussion,Recitation for CS 1800,Walter Schnyder
23108-3311-55,23108,3311,55,CS,1801,02,Recitation/Discussion,Recitation for CS 1800,Walter Schnyder
23074-1239-55,23074,1239,55,CS,2500,01,Lecture,Fundamentals of Computer Sci 1,Leena Razzaq
23075-3270-55,23075,3270,55,CS,2501,01,Lab,Lab for CS 2500,Rebecca MacKenzie
23189-3270-55,23189,3270,55,CS,2501,02,Lab,Lab for CS 2500,Rebecca MacKenzie
22972-1239-55,22972,1239,55,CS,2510,01,Lecture,Fundamentals of Computer Sci 2,Leena Razzaq
22973-1239-55,22973,1239,55,CS,2511,01,Lab,Lab for CS 2510,Leena Razzaq
23109-1239-55,23109,1239,55,CS,2511,02,Lab,Lab for CS 2510,Leena Razzaq
23110-2348-55,23110,2348,55,CS,2800,01,Lecture,Logic and Computation,David Sprague
23111-2348-55,23111,2348,55,CS,2801,01,Lab,Lab for CS 2800,David Sprague
23112-2348-55,23112,2348,55,CS,2801,02,Lab,Lab for CS 2800,David Sprague
23190-1571-55,23190,1571,55,CS,3200,01,Lecture,Database Design,Kathleen Durant
22989-2969-55,22989,2969,55,CS,3500,01,Lecture,Object-Oriented Design,Clark Freifeld
23278-2099-55,23278,2099,55,CS,3500,02,Lecture,Object-Oriented Design,Michael Weintraub
23213-1679-55,23213,1679,55,CS,4550,01,Lecture,Web Development,Jose Annunziato
23076-2309-55,23076,2309,55,CS,4800,01,Lecture,Algorithms  Data,Kevin Gold
23287-2749-55,23287,2749,55,CS,5004,01,Lecture,Object-Oriented Design,Amit Shesh
23351-3373-55,23351,3373,55,CS,5004,03,Lecture,Object-Oriented Design,Philip Gust
23288-2749-55,23288,2749,55,CS,5005,01,Recitation/Discussion,Recitation for CS 5004,Amit Shesh
23352-3373-55,23352,3373,55,CS,5005,03,Recitation/Discussion,Recitation for CS 5004,Philip Gust
23357-3400-55,23357,3400,55,CS,5100,01,Lecture,Fndtns Artificial Intellegence,Saber ShokatFadaee
23332-1427-55,23332,1427,55,CS,5200,01,Lecture,Database Management Sys,Ghita Amor-Tijani
23331-2099-55,23331,2099,55,CS,5500,01,Lecture,Managing Software Development,Michael Weintraub
23200-1679-55,23200,1679,55,CS,5610,01,Lecture,Web Development,Jose Annunziato
23306-2853-55,23306,2853,55,CS,5800,01,Lecture,Algorithms,Pandurangan Chandrasekaran
23096-1427-55,23096,1427,55,CS,1500,01,Lecture,Intro to Web Development,Ghita Amor-Tijani
20420-2294-52,20420,2294,52,CS,1100,01,Lecture,CS  Its Applications,Jacek Ossowski
20421-577-52,20421,577,52,CS,1100,02,Lecture,CS  Its Applications,Karl Lieberherr
20422-1427-52,20422,1427,52,CS,1100,03,Lecture,CS  Its Applications,Ghita Amor-Tijani
20423-577-52,20423,577,52,CS,1100,04,Lecture,CS  Its Applications,Karl Lieberherr
20679-1427-52,20679,1427,52,CS,1100,05,Lecture,CS  Its Applications,Ghita Amor-Tijani
21035-2310-52,21035,2310,52,CS,1100,06,Lecture,CS  Its Applications,Nada Naji
21756-2294-52,21756,2294,52,CS,1100,08,Lecture,CS  Its Applications,Jacek Ossowski
22244-577-52,22244,577,52,CS,1100,10,Lecture,CS  Its Applications,Karl Lieberherr
22245-1427-52,22245,1427,52,CS,1100,11,Lecture,CS  Its Applications,Ghita Amor-Tijani
22246-577-52,22246,577,52,CS,1100,12,Lecture,CS  Its Applications,Karl Lieberherr
22247-1427-52,22247,1427,52,CS,1100,13,Lecture,CS  Its Applications,Ghita Amor-Tijani
22248-2310-52,22248,2310,52,CS,1100,14,Lecture,CS  Its Applications,Nada Naji
22250-2294-52,22250,2294,52,CS,1100,15,Lecture,CS  Its Applications,Jacek Ossowski
22251-2294-52,22251,2294,52,CS,1100,16,Lecture,CS  Its Applications,Jacek Ossowski
22252-577-52,22252,577,52,CS,1100,18,Lecture,CS  Its Applications,Karl Lieberherr
22253-1427-52,22253,1427,52,CS,1100,19,Lecture,CS  Its Applications,Ghita Amor-Tijani
22254-577-52,22254,577,52,CS,1100,20,Lecture,CS  Its Applications,Karl Lieberherr
22255-1427-52,22255,1427,52,CS,1100,21,Lecture,CS  Its Applications,Ghita Amor-Tijani
22256-2310-52,22256,2310,52,CS,1100,22,Lecture,CS  Its Applications,Nada Naji
22257-2294-52,22257,2294,52,CS,1100,23,Lecture,CS  Its Applications,Jacek Ossowski
22258-2294-52,22258,2294,52,CS,1100,24,Lecture,CS  Its Applications,Jacek Ossowski
21036-3110-52,21036,3110,52,CS,1200,01,Lecture,CS/IS Overview 1,Jonathan Grenier
19949-1196-52,19949,1196,52,CS,1210,01,Lecture,CS/IS Overview 2: Co-op Prep,Kaitlyn Hughes
19948-300-52,19948,300,52,CS,1210,02,Lecture,CS/IS Overview 2: Co-op Prep,Melissa Peikin
21451-2257-52,21451,2257,52,CS,1210,03,Lecture,CS/IS Overview 2: Co-op Prep,Yasmil Montes
21757-2306-52,21757,2306,52,CS,1210,04,Lecture,CS/IS Overview 2: Co-op Prep,Jennifer Shire
19950-2309-52,19950,2309,52,CS,1800,01,Lecture,Discrete Structures,Kevin Gold
21452-3311-52,21452,3311,52,CS,1800,02,Lecture,Discrete Structures,Walter Schnyder
21569-3311-52,21569,3311,52,CS,1800,03,Lecture,Discrete Structures,Walter Schnyder
21303-2309-52,21303,2309,52,CS,1801,01,Recitation/Discussion,Recitation for CS 1800,Kevin Gold
21304-2309-52,21304,2309,52,CS,1801,02,Recitation/Discussion,Recitation for CS 1800,Kevin Gold
21305-2309-52,21305,2309,52,CS,1801,03,Recitation/Discussion,Recitation for CS 1800,Kevin Gold
21453-2309-52,21453,2309,52,CS,1801,04,Recitation/Discussion,Recitation for CS 1800,Kevin Gold
21454-2309-52,21454,2309,52,CS,1801,05,Recitation/Discussion,Recitation for CS 1800,Kevin Gold
21455-1427-52,21455,1427,52,CS,1801,06,Recitation/Discussion,Recitation for CS 1800,Ghita Amor-Tijani
19834-1125-52,19834,1125,52,CS,2500,01,Lecture,Fundamentals of Computer Sci 1,Olin Shivers III
21037-1125-52,21037,1125,52,CS,2500,02,Lecture,Fundamentals of Computer Sci 1,Olin Shivers III
21570-2398-52,21570,2398,52,CS,2500,03,Lecture,Fundamentals of Computer Sci 1,Nathaniel Tuck
22259-2398-52,22259,2398,52,CS,2500,04,Lecture,Fundamentals of Computer Sci 1,Nathaniel Tuck
19833-3270-52,19833,3270,52,CS,2501,01,Lab,Lab for CS 2500,Rebecca MacKenzie
20636-3270-52,20636,3270,52,CS,2501,02,Lab,Lab for CS 2500,Rebecca MacKenzie
20984-3270-52,20984,3270,52,CS,2501,03,Lab,Lab for CS 2500,Rebecca MacKenzie
21456-3270-52,21456,3270,52,CS,2501,04,Lab,Lab for CS 2500,Rebecca MacKenzie
22684-3270-52,22684,3270,52,CS,2501,05,Lab,Lab for CS 2500,Rebecca MacKenzie
22685-3270-52,22685,3270,52,CS,2501,06,Lab,Lab for CS 2500,Rebecca MacKenzie
19801-1239-52,19801,1239,52,CS,2510,01,Lecture,Fundamentals of Computer Sci 2,Leena Razzaq
19800-1239-52,19800,1239,52,CS,2510,02,Lecture,Fundamentals of Computer Sci 2,Leena Razzaq
20594-1567-52,20594,1567,52,CS,2510,03,Lecture,Fundamentals of Computer Sci 2,Benjamin Lerner
21259-2969-52,21259,2969,52,CS,2510,04,Lecture,Fundamentals of Computer Sci 2,Clark Freifeld
21995-2969-52,21995,2969,52,CS,2510,05,Lecture,Fundamentals of Computer Sci 2,Clark Freifeld
22260-2310-52,22260,2310,52,CS,2510,06,Lecture,Fundamentals of Computer Sci 2,Nada Naji
19796-1567-52,19796,1567,52,CS,2511,01,Lab,Lab for CS 2510,Benjamin Lerner
19796-3270-52,19796,3270,52,CS,2511,01,Lab,Lab for CS 2510,Rebecca MacKenzie
20166-1567-52,20166,1567,52,CS,2511,02,Lab,Lab for CS 2510,Benjamin Lerner
20166-3270-52,20166,3270,52,CS,2511,02,Lab,Lab for CS 2510,Rebecca MacKenzie
19795-1239-52,19795,1239,52,CS,2511,03,Lab,Lab for CS 2510,Leena Razzaq
19795-3270-52,19795,3270,52,CS,2511,03,Lab,Lab for CS 2510,Rebecca MacKenzie
19794-1239-52,19794,1239,52,CS,2511,04,Lab,Lab for CS 2510,Leena Razzaq
19794-3270-52,19794,3270,52,CS,2511,04,Lab,Lab for CS 2510,Rebecca MacKenzie
20595-1239-52,20595,1239,52,CS,2511,05,Lab,Lab for CS 2510,Leena Razzaq
20595-3270-52,20595,3270,52,CS,2511,05,Lab,Lab for CS 2510,Rebecca MacKenzie
20680-1239-52,20680,1239,52,CS,2511,06,Lab,Lab for CS 2510,Leena Razzaq
20680-3270-52,20680,3270,52,CS,2511,06,Lab,Lab for CS 2510,Rebecca MacKenzie
21457-1239-52,21457,1239,52,CS,2511,07,Lab,Lab for CS 2510,Leena Razzaq
21457-3270-52,21457,3270,52,CS,2511,07,Lab,Lab for CS 2510,Rebecca MacKenzie
21458-1239-52,21458,1239,52,CS,2511,08,Lab,Lab for CS 2510,Leena Razzaq
21458-3270-52,21458,3270,52,CS,2511,08,Lab,Lab for CS 2510,Rebecca MacKenzie
22261-1239-52,22261,1239,52,CS,2511,09,Lab,Lab for CS 2510,Leena Razzaq
22261-3270-52,22261,3270,52,CS,2511,09,Lab,Lab for CS 2510,Rebecca MacKenzie
22262-1239-52,22262,1239,52,CS,2511,10,Lab,Lab for CS 2510,Leena Razzaq
22262-3270-52,22262,3270,52,CS,2511,10,Lab,Lab for CS 2510,Rebecca MacKenzie
19592-1247-52,19592,1247,52,CS,2800,01,Lecture,Logic and Computation,Thomas Wahl
19591-2348-52,19591,2348,52,CS,2800,02,Lecture,Logic and Computation,David Sprague
21459-2604-52,21459,2604,52,CS,2800,03,Lecture,Logic and Computation,Pete Manolios
21764-2348-52,21764,2348,52,CS,2800,04,Lecture,Logic and Computation,David Sprague
21994-2604-52,21994,2604,52,CS,2800,05,Lecture,Logic and Computation,Pete Manolios
19549-2604-52,19549,2604,52,CS,2801,01,Lab,Lab for CS 2800,Pete Manolios
19530-2604-52,19530,2604,52,CS,2801,02,Lab,Lab for CS 2800,Pete Manolios
19529-2604-52,19529,2604,52,CS,2801,03,Lab,Lab for CS 2800,Pete Manolios
19528-2604-52,19528,2604,52,CS,2801,04,Lab,Lab for CS 2800,Pete Manolios
20215-2604-52,20215,2604,52,CS,2801,05,Lab,Lab for CS 2800,Pete Manolios
20218-2604-52,20218,2604,52,CS,2801,06,Lab,Lab for CS 2800,Pete Manolios
20212-2604-52,20212,2604,52,CS,2801,07,Lab,Lab for CS 2800,Pete Manolios
20216-2604-52,20216,2604,52,CS,2801,08,Lab,Lab for CS 2800,Pete Manolios
19931-1571-52,19931,1571,52,CS,3200,01,Lecture,Database Design,Kathleen Durant
22263-1571-52,22263,1571,52,CS,3200,02,Lecture,Database Design,Kathleen Durant
19947-2749-52,19947,2749,52,CS,3500,01,Lecture,Object-Oriented Design,Amit Shesh
21765-2749-52,21765,2749,52,CS,3500,02,Lecture,Object-Oriented Design,Amit Shesh
22264-499-52,22264,499,52,CS,3520,01,Lecture,Programming in C++,Kenneth Baclawski
21038-1569-52,21038,1569,52,CS,3540,01,Lecture,Game Programming,Nicholas Brown
21460-2398-52,21460,2398,52,CS,3650,01,Lecture,Computer Systems,Nathaniel Tuck
21461-1069-52,21461,1069,52,CS,3700,01,Lecture,Networks  Distributed Systems,Peter Desnoyers
19946-2309-52,19946,2309,52,CS,3800,01,Lecture,Theory of Computation,Kevin Gold
19777-3130-52,19777,3130,52,CS,4100,01,Lecture,Artificial Intelligence,Byron Wallace
21558-1671-52,21558,1671,52,CS,4120,01,Lecture,Natural Language Processing,David Smith
21766-1766-52,21766,1766,52,CS,4150,01,Lecture,Game Artificial Intelligence,Magy Seif El-Nasr
20165-1569-52,20165,1569,52,CS,4300,01,Lecture,Computer Graphics,Nicholas Brown
19930-737-52,19930,737,52,CS,4400,01,Lecture,Programming Languages,Eliyahu Barzilay
21761-1567-52,21761,1567,52,CS,4410,01,Lecture,Compilers,Benjamin Lerner
19929-2099-52,19929,2099,52,CS,4500,01,Lecture,Software Development,Michael Weintraub
21759-2099-52,21759,2099,52,CS,4500,02,Lecture,Software Development,Michael Weintraub
20912-972-52,20912,972,52,CS,4520,01,Lecture,Mobile Application Development,Stephen Intille
19667-1679-52,19667,1679,52,CS,4550,01,Lecture,Web Development,Jose Annunziato
22265-1679-52,22265,1679,52,CS,4550,02,Lecture,Web Development,Jose Annunziato
19668-1570-52,19668,1570,52,CS,4700,01,Lecture,Network Fundamentals,David Choffnes
20419-709-52,20419,709,52,CS,4740,01,Lecture,Network Security,Guevara Noubir
22266-3136-52,22266,3136,52,CS,4770,01,Lecture,Cryptography,Alina Oprea
19928-3093-52,19928,3093,52,CS,4800,01,Lecture,Algorithms  Data,Huy Nguyen
21571-2294-52,21571,2294,52,CS,4800,02,Lecture,Algorithms  Data,Jacek Ossowski
21039-1569-52,21039,1569,52,CS,4850,01,Lecture,Building Game Engines,Nicholas Brown
22595-1239-52,22595,1239,52,CS,5001,02,Lecture,Intensive Foundations of CS,Leena Razzaq
22762-3373-52,22762,3373,52,CS,5001,03,Lecture,Intensive Foundations of CS,Philip Gust
22596-3311-52,22596,3311,52,CS,5002,02,Lecture,Discrete and Data Structures,Walter Schnyder
22763-3373-52,22763,3373,52,CS,5002,03,Lecture,Discrete and Data Structures,Philip Gust
22597-1239-52,22597,1239,52,CS,5003,02,Recitation/Discussion,Recitation for CS 5001,Leena Razzaq
22764-3373-52,22764,3373,52,CS,5003,03,Recitation/Discussion,Recitation for CS 5001,Philip Gust
22622-3293-52,22622,3293,52,CS,5004,01,Lecture,Object-Oriented Design,Maria Zontak
22622-834-52,22622,834,52,CS,5004,01,Lecture,Object-Oriented Design,Therapon Skoteiniotis
22598-2749-52,22598,2749,52,CS,5004,02,Lecture,Object-Oriented Design,Amit Shesh
22626-3293-52,22626,3293,52,CS,5005,01,Recitation/Discussion,Recitation for CS 5004,Maria Zontak
22626-834-52,22626,834,52,CS,5005,01,Recitation/Discussion,Recitation for CS 5004,Therapon Skoteiniotis
22600-2749-52,22600,2749,52,CS,5005,02,Recitation/Discussion,Recitation for CS 5004,Amit Shesh
22627-3293-52,22627,3293,52,CS,5005,03,Recitation/Discussion,Recitation for CS 5004,Maria Zontak
22627-834-52,22627,834,52,CS,5005,03,Recitation/Discussion,Recitation for CS 5004,Therapon Skoteiniotis
22628-2694-52,22628,2694,52,CS,5006,02,Lecture,Algorithms,Joseph Buck
22513-3239-52,22513,3239,52,CS,5007,01,Lecture,Computer Systems,Ahmed Hamed
20232-515-52,20232,515,52,CS,5010,01,Lecture,Programming Design Paradigm,William Clinger
21261-515-52,21261,515,52,CS,5010,02,Lecture,Programming Design Paradigm,William Clinger
20385-515-52,20385,515,52,CS,5011,01,Recitation/Discussion,Recitation For CS 5010,William Clinger
21264-515-52,21264,515,52,CS,5011,02,Recitation/Discussion,Recitation For CS 5010,William Clinger
21475-515-52,21475,515,52,CS,5011,03,Recitation/Discussion,Recitation For CS 5010,William Clinger
21718-515-52,21718,515,52,CS,5011,04,Recitation/Discussion,Recitation For CS 5010,William Clinger
20859-1525-52,20859,1525,52,CS,5100,01,Lecture,Fndtns Artificial Intellegence,Robert Platt
21719-1766-52,21719,1766,52,CS,5150,01,Lecture,Game Artificial Intelligence,Magy Seif El-Nasr
20715-499-52,20715,499,52,CS,5200,01,Lecture,Database Management Sys,Kenneth Baclawski
22631-2386-52,22631,2386,52,CS,5200,02,Lecture,Database Management Sys,Bruce Chhay
22630-3293-52,22630,3293,52,CS,5330,01,Lecture,Pattern Recogn  Comput Vision,Maria Zontak
20290-737-52,20290,737,52,CS,5400,01,Lecture,Principles of Programming Lang,Eliyahu Barzilay
20368-2099-52,20368,2099,52,CS,5500,01,Lecture,Managing Software Development,Michael Weintraub
21913-3108-52,21913,3108,52,CS,5500,02,Lecture,Managing Software Development,Frank Tip
20903-972-52,20903,972,52,CS,5520,01,Lecture,Mobile Application Development,Stephen Intille
22620-3296-52,22620,3296,52,CS,5520,02,Lecture,Mobile Application Development,Adrienne Slaughter
20714-2113-52,20714,2113,52,CS,5600,01,Lecture,Computer Systems,Kapil Arya
20240-1679-52,20240,1679,52,CS,5610,01,Lecture,Web Development,Jose Annunziato
21208-1679-52,21208,1679,52,CS,5610,02,Lecture,Web Development,Jose Annunziato
20241-1570-52,20241,1570,52,CS,5700,01,Lecture,Fundamentals - Computer Netwkg,David Choffnes
21556-1248-52,21556,1248,52,CS,5770,01,Lecture,Software Vulnerabilities,William Robertson
22619-2906-52,22619,2906,52,CS,5770,02,Lecture,Software Vulnerabilities,Tamara Bonaci
20242-1771-52,20242,1771,52,CS,5800,01,Lecture,Algorithms,Emanuele Viola
20977-1771-52,20977,1771,52,CS,5800,02,Lecture,Algorithms,Emanuele Viola
20996-402-52,20996,402,52,CS,5800,03,Lecture,Algorithms,Virgil Pavlu
22618-1803-52,22618,1803,52,CS,5800,04,Lecture,Algorithms,Zhifeng Sun
22773-3368-52,22773,3368,52,CS,5800,05,Lecture,Algorithms,Micah Adler
21048-1569-52,21048,1569,52,CS,5850,01,Lecture,Building Game Engines,Nicholas Brown
20904-1671-52,20904,1671,52,CS,6120,01,Lecture,Natural Language Processing,David Smith
20905-2405-52,20905,2405,52,CS,6140,01,Lecture,Machine Learning,Olga Vitek
22220-2299-52,22220,2299,52,CS,6140,02,Lecture,Machine Learning,Lu Wang
22625-2180-52,22625,2180,52,CS,6140,03,Lecture,Machine Learning,Kevin Small
21046-2310-52,21046,2310,52,CS,6200,01,Lecture,Information Retrieval,Nada Naji
21464-3326-52,21464,3326,52,CS,6220,01,Lecture,Data Mining Techniques,Tina Eliassi-Rad
21720-3097-52,21720,3097,52,CS,6220,02,Lecture,Data Mining Techniques,Jan-Willem Van De Meent
22662-3091-52,22662,3091,52,CS,6220,03,Lecture,Data Mining Techniques,Everaldo Aguiar
20906-296-52,20906,296,52,CS,6240,01,Lecture,Parallel Data Processing,Mirek Riedewald
21050-296-52,21050,296,52,CS,6240,02,Lecture,Parallel Data Processing,Mirek Riedewald
22623-2315-52,22623,2315,52,CS,6240,03,Lecture,Parallel Data Processing,Ming-Chuan Wu
20907-113-52,20907,113,52,CS,6350,01,Lecture,Empirical Research Methods,Timothy Bickmore
21721-1567-52,21721,1567,52,CS,6410,01,Lecture,Compilers,Benjamin Lerner
21465-2738-52,21465,2738,52,CS,6510,01,Lecture,Advanced Software Development,Ian Gorton
22621-2738-52,22621,2738,52,CS,6510,02,Lecture,Advanced Software Development,Ian Gorton
22624-2738-52,22624,2738,52,CS,6650,01,Lecture,Scalable Distributed Systems,Ian Gorton
22634-1963-52,22634,1963,52,CS,6710,01,Lecture,Wireless Network,Koorosh Firouzbakht
20239-709-52,20239,709,52,CS,6740,01,Lecture,Network Security,Guevara Noubir
22221-3136-52,22221,3136,52,CS,6750,01,Lecture,Cryptography  Comm Security,Alina Oprea
22702-3192-52,22702,3192,52,CS,7180,02,Lecture,Spec Top - Artif Intelligence,Ehsan Elhamifar
21047-1243-52,21047,1243,52,CS,7400,01,Lecture,Int Principle Programming Lang,Amal Ahmed
22223-2563-52,22223,2563,52,CS,7480,01,Lecture,Spec Topics: Programming Lang,Matthias Felleisen
21722-2748-52,21722,2748,52,CS,7680,01,Lecture,Spec Topics Computer Systems,Cristina Nita-Rotaru
22224-532-52,22224,532,52,CS,7680,02,Lecture,Spec Topics Computer Systems,Gene Cooperman
20289-1630-52,20289,1630,52,CS,7805,01,Lecture,Theory of Computation,Daniel Wichs
21723-2337-52,21723,2337,52,CS,7880,01,Lecture,Spec Topic Theory of Comp Sci,Jonathan Ullman
22267-80-52,22267,80,52,CS,4100,01,Lecture,Data Collection  Analysis,Martin Schedlbauer
22268-3190-52,22268,3190,52,CS,4200,01,Lecture,Information Visualization,Michelle Borkin
22778-484-52,22778,484,52,CS,5020,01,Lecture,Intro Linear Algebra  Prob,Bahram Shafai
22636-1498-52,22636,1498,52,CS,5110,01,Lecture,Intro to Data Management,Jan Vitek
22616-2622-52,22616,2622,52,CS,5220,01,Lecture,Supervised Machine Learning,Jaume Coll-Font
22635-2405-52,22635,2405,52,CS,5220,02,Lecture,Supervised Machine Learning,Olga Vitek
22225-2883-52,22225,2883,52,CS,5001,01,Lecture,Cyberspace Tech  Applications,Jason Marchant
22708-1112-52,22708,1112,52,CS,5002,01,Lecture,Concrete Mathematics,Joseph Rushanan
22709-1787-52,22709,1787,52,CS,5004,01,Lecture,Cyberspace Programming 1,Steven Abramson
20433-320-52,20433,320,52,CS,5010,01,Lecture,Found of Information Assurance,Derek Brodeur
20946-3115-52,20946,3115,52,CS,5130,01,Lecture,Computer System Security,Jose Sierra
20947-3115-52,20947,3115,52,CS,5131,01,Lab,Lab for IA 5130,Jose Sierra
20434-825-52,20434,825,52,CS,5150,01,Lecture,Network Security Practices,Kevin Amorin
20791-825-52,20791,825,52,CS,5151,01,Lab,Lab for IA 5150,Kevin Amorin
21049-2581-52,21049,2581,52,CS,5200,01,Lecture,Security Risk Mgt  Assessment,Timothy Trow
20586-3358-52,20586,3358,52,CS,5210,01,Lecture,Information System Forensics,Elton Booker
20792-3358-52,20792,3358,52,CS,5211,01,Lab,Lab for IA 5210,Elton Booker
20793-1802-52,20793,1802,52,CS,5240,01,Lecture,Cyberlaw,Kyle Courtney
21724-2648-52,21724,2648,52,CS,5250,01,Lecture,Decisn Makng: Crit Infrastruct,Scott Mancini
20807-2692-52,20807,2692,52,CS,6120,01,Lecture,Software Security Practices,Oleh Kolesnikov
20807-1006-52,20807,1006,52,CS,6120,01,Lecture,Software Security Practices,Themis Papageorge
21725-2692-52,21725,2692,52,CS,6121,01,Lab,Lab for IA 6120,Oleh Kolesnikov
21725-1006-52,21725,1006,52,CS,6121,01,Lab,Lab for IA 6120,Themis Papageorge
20913-1427-52,20913,1427,52,CS,1500,01,Lecture,Intro to Web Development,Ghita Amor-Tijani
22269-80-52,22269,80,52,CS,2000,01,Lecture,Principles Information Science,Martin Schedlbauer
19827-1679-52,19827,1679,52,CS,3500,01,Lecture,Info System Design  Dev,Jose Annunziato
19927-2348-52,19927,2348,52,CS,4300,01,Lecture,Human Computer Interaction,David Sprague
19776-113-52,19776,113,52,CS,4800,01,Lecture,Empirical Research Methods,Timothy Bickmore
20167-2969-52,20167,2969,52,CS,4900,01,Lecture,Information Science Sr Project,Clark Freifeld
19386-3239-50,19386,3239,50,CS,5006,01,Lecture,Algorithms,Ahmed Hamed
19387-2694-50,19387,2694,50,CS,5007,02,Lecture,Computer Systems,Joseph Buck
15570-80-43,15570,80,43,CS,1100,01,Lecture,CS  Its Applications,Martin Schedlbauer
15571-80-43,15571,80,43,CS,1100,02,Lecture,CS  Its Applications,Martin Schedlbauer
15572-80-43,15572,80,43,CS,1100,03,Lecture,CS  Its Applications,Martin Schedlbauer
15573-577-43,15573,577,43,CS,1100,04,Lecture,CS  Its Applications,Karl Lieberherr
15574-577-43,15574,577,43,CS,1100,05,Lecture,CS  Its Applications,Karl Lieberherr
15575-577-43,15575,577,43,CS,1100,06,Lecture,CS  Its Applications,Karl Lieberherr
16578-1571-43,16578,1571,43,CS,1100,07,Lecture,CS  Its Applications,Kathleen Durant
16873-1571-43,16873,1571,43,CS,1100,08,Lecture,CS  Its Applications,Kathleen Durant
17608-1571-43,17608,1571,43,CS,1100,09,Lecture,CS  Its Applications,Kathleen Durant
17609-1427-43,17609,1427,43,CS,1100,10,Lecture,CS  Its Applications,Ghita Amor-Tijani
17610-1427-43,17610,1427,43,CS,1100,11,Lecture,CS  Its Applications,Ghita Amor-Tijani
17611-1427-43,17611,1427,43,CS,1100,12,Lecture,CS  Its Applications,Ghita Amor-Tijani
17612-1427-43,17612,1427,43,CS,1100,13,Lecture,CS  Its Applications,Ghita Amor-Tijani
17613-1427-43,17613,1427,43,CS,1100,14,Lecture,CS  Its Applications,Ghita Amor-Tijani
17614-1427-43,17614,1427,43,CS,1100,15,Lecture,CS  Its Applications,Ghita Amor-Tijani
17615-1427-43,17615,1427,43,CS,1100,16,Lecture,CS  Its Applications,Ghita Amor-Tijani
17616-1427-43,17616,1427,43,CS,1100,17,Lecture,CS  Its Applications,Ghita Amor-Tijani
17617-1427-43,17617,1427,43,CS,1100,18,Lecture,CS  Its Applications,Ghita Amor-Tijani
17618-577-43,17618,577,43,CS,1100,19,Lecture,CS  Its Applications,Karl Lieberherr
17619-577-43,17619,577,43,CS,1100,20,Lecture,CS  Its Applications,Karl Lieberherr
17620-577-43,17620,577,43,CS,1100,21,Lecture,CS  Its Applications,Karl Lieberherr
17621-2267-43,17621,2267,43,CS,1100,22,Lecture,CS  Its Applications,Erez Kantor
17622-2267-43,17622,2267,43,CS,1100,23,Lecture,CS  Its Applications,Erez Kantor
17625-2267-43,17625,2267,43,CS,1100,24,Lecture,CS  Its Applications,Erez Kantor
15101-260-43,15101,260,43,CS,1200,01,Lecture,CS/IS Overview 1,Jessica Biron
15099-2413-43,15099,2413,43,CS,1200,02,Lecture,CS/IS Overview 1,Prajna Kulkarni
15098-2412-43,15098,2412,43,CS,1200,03,Lecture,CS/IS Overview 1,Andrea Hauser
